artist_normalized,artist,avg_popularity,song_count,danceability,energy,valence,tempo,instrumentalness,year,category,nominee,listeners,playcount,tags
giveon,,84.0,1,0.449,0.465,0.543,89.087,1.02e-06,,,,1030296.0,44295183.0,"rnb, Neo-Soul, soul, contemporary rnb, USA"
glass animals,,85.375,8,0.761,0.525,0.531,80.87,6.7e-06,,,,2199495.0,108339663.0,"electronic, seen live, trip-hop, indie, british"
gorillaz,,80.66666666666667,3,0.7276666666666666,0.7156666666666666,0.734,117.24766666666666,0.17067233333333334,,,,5876336.0,388257695.0,"alternative, electronic, Hip-Hop, rock, indie"
green day,,78.4,5,0.4678,0.7718,0.5636,127.5644,2.3342e-05,,,,5632254.0,330009184.0,"punk rock, rock, punk, alternative, pop punk"
grouplove,,79.0,4,0.56,0.936,0.371,112.96,0.0,,,,,,
guns n roses,,80.15789473684211,19,0.40505263157894733,0.8248421052631579,0.4127368421052631,114.88963157894739,0.1259684210526316,,,,3144.0,41699.0,"rock, hard rock, classic rock, Guns N' Roses, 80's"
halsey,,78.36363636363636,11,0.736,0.5006363636363637,0.5128181818181818,138.67345454545455,8.28181818181818e-06,,,,,,
harry styles,,92.0,3,0.5293333333333333,0.7593333333333333,0.6270000000000001,147.75,0.0006733333333333334,,,,2713191.0,335659921.0,"pop, seen live, rock, pop rock, alternative"
hombres g,,78.0,1,0.603,0.843,0.503,172.676,0.0337,,,,,,
hoobastank,,81.0,6,0.472,0.6709999999999999,0.0681,82.952,0.0,,,,2489082.0,38797360.0,"rock, alternative rock, alternative, punk rock, punk"
hozier,,83.0,2,0.566,0.664,0.437,128.945,0.0,,,,2855234.0,211569715.0,"blues, indie, soul, singer-songwriter, irish"
ice cube,,80.5,2,0.7725,0.632,0.6975,87.6125,0.026903,,,,2787859.0,49769724.0,"rap, Hip-Hop, Gangsta Rap, west coast, hip hop"
imagine dragons,Imagine Dragons,83.77777777777777,9,0.6264444444444445,0.7212222222222222,0.4038555555555556,128.90211111111114,0.014928666666666666,2013.0,Best Rock Performance,Radioactive,3569320.0,211894929.0,"indie, indie rock, alternative, rock, indie pop"
indila,,78.0,1,0.594,0.698,0.376,119.991,0.0,,,,,,
itzy,,78.0,1,0.935,0.849,0.551,119.986,0.0,,,,,,
ive,,84.0,3,0.737,0.7873333333333333,0.6413333333333333,120.97766666666666,1.81e-05,,,,814729.0,118444065.0,"k-pop, pop, Kpop, Korean, female vocalists"
j cole,J. Cole,88.0,1,0.69,0.521,0.494,100.028,0.0,2019.0,Best Rap Performance,Middle Child,6519.0,254992.0,"j cole, hip hop, rap, All, Hip Hop-Rap"
jack harlow,,83.66666666666667,3,0.904,0.5693333333333332,0.32666666666666666,107.00033333333333,7.533333333333334e-06,,,,1595563.0,67164763.0,"rap, Hip-Hop, trap, pop rap, hip hop"
james arthur,,85.0,1,0.358,0.557,0.494,85.043,0.0,,,,1530444.0,37963456.0,"pop, british, indie, acoustic, X factor"
jamie miller,,78.0,1,0.558,0.454,0.424,113.12,0.0,,,,,,
jason derulo,,79.5,2,0.7815000000000001,0.7515000000000001,0.63,117.5235,0.0,,,,1484365.0,23061519.0,"rnb, pop, male vocalists, Jason Derulo, urban"
jason mraz,,80.0,2,0.703,0.444,0.712,150.96,0.0,,,,3079053.0,75782270.0,"singer-songwriter, acoustic, pop, alternative, rock"
jax,,82.0,2,0.586,0.556,0.517,167.018,0.0,,,,228928.0,2099606.0,"pop, American Idol, hard rock, hair metal, hip hop"
jaymes young,,85.0,2,0.671,0.673,0.494,121.963,5.29e-05,,,,944300.0,14940884.0,"indie, alternative, Experimental Rock, indie rock, rock"
jeremy zucker,,79.0,2,0.795,0.178,0.608,93.982,0.0,,,,,,
jessi,,78.0,1,0.874,0.6,0.457,100.012,0.0,,,,,,
jimmy eat world,,81.0,5,0.643,0.849,0.9030000000000001,162.152,0.0,,,,2964330.0,94531211.0,"rock, alternative, emo, alternative rock, seen live"
joan jett  the blackhearts,,78.0,1,0.535,0.716,0.901,94.379,0.0,,,,,,
john legend,John Legend,85.0,1,0.422,0.264,0.331,119.93,0.0,2019.0,Best Traditional Pop Vocal Album,A Legendary Christmas,2838997.0,46501168.0,"soul, rnb, Neo-Soul, singer-songwriter, Hip-Hop"
joji,,94.0,1,0.44,0.317,0.268,169.914,4.78e-06,,,,2408024.0,273916060.0,"Lo-Fi, rnb, Hip-Hop, alternative rnb, japanese"
jonas brothers,Jonas Brothers,81.0,1,0.842,0.734,0.952,137.958,0.0,2019.0,Best Pop Duo/Group Performance,Sucker,1806076.0,51161410.0,"pop, pop rock, Disney, rock, pop punk"
journey,,83.0,2,0.5,0.748,0.514,118.852,0.0,,,,2786380.0,49143420.0,"classic rock, rock, 80s, hard rock, Progressive rock"
joy again,,80.0,3,0.682,0.9,0.9369999999999999,100.721,0.063,,,,998430.0,16968482.0,"USA, soft rock, Garage Rock, seen live, indie"
justin bieber,,84.66666666666667,3,0.6213333333333333,0.6263333333333333,0.45533333333333337,118.10766666666666,9.7e-06,,,,3962953.0,219291433.0,"pop, black metal, justin bieber, rnb, Hip-Hop"
jvke,,81.0,2,0.515,0.593,0.153,94.467,0.162,,,,1229096.0,33161491.0,"indie pop, indie, pop, alternative, USA"
kaleo,,78.0,3,0.48900000000000005,0.505,0.337,163.255,0.000333,,,,,,
kansas,,78.0,1,0.475,0.322,0.387,93.503,0.00056,,,,,,
karol g,,88.33333333333333,3,0.854,0.5893333333333334,0.5796666666666667,132.64666666666668,0.0057469999999999995,,,,1150430.0,52075905.0,"Reggaeton, pop, latin, latin pop, Colombia"
kate bush,,87.72727272727273,11,0.6271818181818182,0.5406363636363637,0.17063636363636367,108.33909090909091,0.002921818181818182,,,,2829560.0,111966309.0,"female vocalists, singer-songwriter, pop, alternative, 80s"
katy perry,,78.0,2,0.721,0.751,0.738,140.095,6.59e-06,,,,,,
keane,,85.0,2,0.448,0.665,0.304,172.004,2.55e-05,,,,3489484.0,93145196.0,"britpop, indie, alternative, british, rock"
kendrick lamar,Kendrick Lamar,83.5,2,0.849,0.6455,0.4145,144.9835,2.811e-05,2017.0,Best Rap Performance,HUMBLE.,4364323.0,793768905.0,"Hip-Hop, rap, seen live, west coast, hip hop"
kendrick lamar,Kendrick Lamar,83.5,2,0.849,0.6455,0.4145,144.9835,2.811e-05,2017.0,Best Rap Album,DAMN.,4364323.0,793768905.0,"Hip-Hop, rap, seen live, west coast, hip hop"
kendrick lamar,Kendrick Lamar,83.5,2,0.849,0.6455,0.4145,144.9835,2.811e-05,2017.0,Best Music Video,HUMBLE.,4364323.0,793768905.0,"Hip-Hop, rap, seen live, west coast, hip hop"
kendrick lamar,Kendrick Lamar,83.5,2,0.849,0.6455,0.4145,144.9835,2.811e-05,2015.0,Best Rap Performance,Alright,4364323.0,793768905.0,"Hip-Hop, rap, seen live, west coast, hip hop"
kendrick lamar,Kendrick Lamar,83.5,2,0.849,0.6455,0.4145,144.9835,2.811e-05,2015.0,Best Rap Album,To Pimp A Butterfly,4364323.0,793768905.0,"Hip-Hop, rap, seen live, west coast, hip hop"
kendrick lamar,Kendrick Lamar,83.5,2,0.849,0.6455,0.4145,144.9835,2.811e-05,2014.0,Best Rap Performance,I,4364323.0,793768905.0,"Hip-Hop, rap, seen live, west coast, hip hop"
kenshi yonezu,,83.0,2,0.577,0.941,0.292,101.921,3.36e-06,,,,582147.0,19084671.0,"japanese, j-pop, japan, J-rock, vocaloid"
king,,81.0,2,0.77,0.84,0.192,96.012,0.00452,,,,253875.0,2931073.0,"80s, new wave, pop, british, rock"
kodaline,,82.0,1,0.188,0.411,0.159,187.376,0.153,,,,1299603.0,26431921.0,"indie rock, irish, alternative, indie, seen live"
labrinth,,82.0,6,0.4613333333333333,0.574,0.3263333333333333,107.34033333333333,0.12903333333333333,,,,2219296.0,62473807.0,"electronic, british, rnb, dance, r&b"
lauren spencer smith,,80.5,4,0.6220000000000001,0.46099999999999997,0.391,87.7895,0.0,,,,300786.0,4762348.0,"pop, Canadian, british, UK, American Idol"
lauv,,83.0,3,0.7520000000000001,0.505,0.419,91.96999999999998,2.5499999999999997e-06,,,,1497896.0,65973446.0,"pop, indie pop, indie, american, jazz"
le sserafim,,83.0,1,0.863,0.62,0.432,103.971,0.00324,,,,1151265.0,178605377.0,"k-pop, Kpop, Korean, pop, female vocalists"
led zeppelin,Led Zeppelin,78.5,4,0.45099999999999996,0.636,0.40800000000000003,97.685,0.08610000000000001,2013.0,Best Rock Album,Celebration Day,4263426.0,272223363.0,"classic rock, rock, hard rock, 70s, Progressive rock"
lewis capaldi,,87.0,1,0.501,0.405,0.446,109.891,0.0,,,,1291369.0,41918379.0,"pop, seen live, pop rock, alternative, singer-songwriter"
liana flores,,81.0,2,0.483,0.129,0.203,137.35,0.145,,,,972648.0,21285443.0,"indie pop, singer-songwriter, folk pop, Bossa Nova, acoustic"
lil nas x,Lil Nas X,84.83333333333333,6,0.6511666666666667,0.6535,0.5963333333333334,142.369,0.0,2019.0,Album Of The Year,7,2295838.0,104915326.0,"Hip-Hop, rap, trap, country rap, seen live"
lil nas x,Lil Nas X,84.83333333333333,6,0.6511666666666667,0.6535,0.5963333333333334,142.369,0.0,2019.0,Best Rap/Sung Performance,Panini,2295838.0,104915326.0,"Hip-Hop, rap, trap, country rap, seen live"
lil peep,,78.0,1,0.534,0.583,0.145,106.0,0.0,,,,,,
lil tjay,,79.33333333333333,3,0.5830000000000001,0.5616666666666666,0.40199999999999997,115.99000000000001,0.0,,,,825030.0,52590981.0,"rap, Hip-Hop, trap, Melodic Rap, drill"
limp bizkit,,77.0,1,0.432,0.884,0.624,108.948,0.000527,,,,,,
linkin park,,82.0,9,0.5146666666666666,0.8986666666666666,0.39366666666666666,103.43233333333333,4.4e-07,,,,5913671.0,534330406.0,"rock, Nu Metal, alternative rock, alternative, metal"
lisa,,78.0,2,0.826,0.553,0.4,140.037,4.12e-05,,,,,,
little mix,,78.0,1,0.566,0.855,0.517,172.966,0.000157,,,,,,
lizzo,Lizzo,89.0,1,0.836,0.743,0.722,108.966,0.0,2019.0,Record Of The Year,Truth Hurts,1529592.0,48840305.0,"seen live, Hip-Hop, pop, rnb, rap"
lizzo,Lizzo,89.0,1,0.836,0.743,0.722,108.966,0.0,2019.0,Album Of The Year,Cuz I Love You (Deluxe),1529592.0,48840305.0,"seen live, Hip-Hop, pop, rnb, rap"
lizzo,Lizzo,89.0,1,0.836,0.743,0.722,108.966,0.0,2019.0,Best Pop Solo Performance,Truth Hurts,1529592.0,48840305.0,"seen live, Hip-Hop, pop, rnb, rap"
lizzo,Lizzo,89.0,1,0.836,0.743,0.722,108.966,0.0,2019.0,Best Traditional R&B Performance,Jerome,1529592.0,48840305.0,"seen live, Hip-Hop, pop, rnb, rap"
lizzo,Lizzo,89.0,1,0.836,0.743,0.722,108.966,0.0,2019.0,Best Urban Contemporary Album,Cuz I Love You (Deluxe),1529592.0,48840305.0,"seen live, Hip-Hop, pop, rnb, rap"
lord huron,,83.0,2,0.544,0.369,0.102,87.01,0.279,,,,1886169.0,52763934.0,"folk, seen live, indie, psychedelic, indie pop"
luar la l,,90.5,4,0.704,0.756,0.461,121.737,3.75e-06,,,,78844.0,1454724.0,"Reggaeton, latin, trap, puerto rico"
luciano,,78.0,1,0.839,0.412,0.607,139.901,0.000796,,,,,,
luke combs,,80.33333333333333,3,0.5486666666666666,0.5990000000000001,0.434,119.10066666666667,2.1566666666666666e-06,,,,637513.0,30531521.0,"country, contemporary country, seen live, americana, male vocalists"
lynyrd skynyrd,,81.0,3,0.596,0.605,0.886,97.798,0.00033099999999999997,,,,2878830.0,51204638.0,"classic rock, Southern Rock, rock, hard rock, 70s"
mac demarco,,81.5,4,0.5195000000000001,0.661,0.483,111.4005,0.702,,,,2644310.0,252611152.0,"Lo-Fi, indie, seen live, experimental, post-punk"
madison beer,,80.0,1,0.386,0.426,0.261,180.104,0.0,,,,1267288.0,71188933.0,"pop, female vocalists, rnb, indie, indie pop"
magic,,81.0,1,0.773,0.758,0.925,144.033,0.0,,,,31161.0,258555.0,"Psychedelic Rock, japanese, Hip-Hop, hip hop, rockabilly"
maluma,Maluma,81.0,6,0.806,0.763,0.7635000000000001,149.011,0.0,2019.0,Best Latin Pop Album,11:11,842467.0,24285453.0,"mierda, Brutal Death Metal, black metal, shit, metal"
maneskin,,84.36363636363636,11,0.6564545454545455,0.7055454545454546,0.6318181818181818,130.07736363636366,0.0,,,,5165.0,83337.0,"italian, indie, pop rock, glam rock, Italy"
manuel turizo,,98.0,4,0.835,0.679,0.85,124.98,1.98e-06,,,,431516.0,7799509.0,"Reggaeton, pop, latin, seen live, male vocalists"
marina,,78.0,2,0.495,0.856,0.609,158.024,0.0,,,,,,
maroon 5,,85.0,1,0.775,0.327,0.595,91.05,0.0,,,,5718888.0,215609177.0,"rock, pop, pop rock, alternative, alternative rock"
masked wolf,,79.0,1,0.778,0.695,0.472,149.996,0.0,,,,,,
matt sassari,,79.0,2,0.874,0.869,0.726,126.027,0.00238,,,,,,
mazie,,79.0,2,0.783,0.472,0.589,122.052,0.000458,,,,,,
mazzy star,,79.0,2,0.42,0.33,0.175,157.143,0.000679,,,,,,
mc kevin o chris,,80.0,1,0.893,0.461,0.864,135.136,0.0406,,,,440226.0,10082286.0,"funk, Funk Carioca, brazil, brazilian, baile funk"
megan moroney,,78.0,1,0.38,0.488,0.268,156.031,7.23e-06,,,,,,
melanie martinez,,79.33333333333333,3,0.6453333333333333,0.6836666666666668,0.4216666666666667,135.311,0.0002556666666666667,,,,1897690.0,193490455.0,"pop, indie, indie pop, female vocalists, alternative"
men i trust,,79.0,2,0.791,0.267,0.544,165.99,0.534,,,,,,
metallica,,80.66666666666667,9,0.5576666666666666,0.6753333333333332,0.4406666666666667,123.594,0.14746867,,,,4393746.0,427552520.0,"thrash metal, metal, heavy metal, hard rock, rock"
mgmt,,81.33333333333333,6,0.6203333333333333,0.785,0.4706666666666666,105.995,0.002203333333333333,,,,4574730.0,172914531.0,"electronic, indie, psychedelic, alternative, indie pop"
mia,,77.0,1,0.447,0.848,0.485,172.253,7.46e-05,,,,,,
michael jackson,,80.0,1,0.608,0.756,0.55,176.086,0.0,,,,5790650.0,253752091.0,"pop, 80s, dance, soul, funk"
mild high club,,78.0,4,0.546,0.465,0.415,73.369,0.00259,,,,,,
milky chance,,80.0,1,0.884,0.581,0.728,114.016,0.000206,,,,1483215.0,32990173.0,"indie, seen live, indie rock, reggae, german"
mitski,,79.71428571428571,7,0.49242857142857144,0.6588571428571429,0.37599999999999995,106.92828571428572,0.14848848571428572,,,,2640779.0,500985317.0,"seen live, indie rock, indie, indie pop, singer-songwriter"
mkto,,82.0,1,0.72,0.791,0.756,102.071,0.0,,,,992127.0,10080521.0,"pop, alternative, indie, indie pop, alternative rock"
modjo,,78.0,2,0.72,0.808,0.869,126.041,0.0293,,,,,,
morgan wallen,,83.33333333333333,3,0.6166666666666667,0.7290000000000001,0.5343333333333333,155.22166666666666,0.00035727999999999997,,,,687970.0,56518025.0,"country, racist, country pop, the voice, contemporary country"
mother mother,,78.0,2,0.4265,0.894,0.33099999999999996,137.078,8.4685e-05,,,,,,
mrs green apple,,77.0,2,0.736,0.695,0.784,109.976,0.0,,,,,,
muni long,,77.0,1,0.523,0.521,0.661,133.953,0.0,,,,,,
musical youth,,78.0,1,0.805,0.418,0.966,149.724,0.0,,,,,,
my chemical romance,,80.0,4,0.34,0.881,0.546,104.2985,5.5e-05,,,,4075329.0,367593974.0,"rock, emo, alternative, punk rock, punk"
myke towers,,80.0,3,0.747,0.619,0.567,94.98,2.03e-05,,,,519397.0,18928834.0,"Reggaeton, latin, trap, puerto rico, hip hop"
neil diamond,,78.0,3,0.529,0.127,0.578,63.04999999999999,0.000109,,,,,,
nelly furtado,,79.5,2,0.8340000000000001,0.8245,0.798,124.83500000000001,0.000739,,,,4044155.0,87242595.0,"pop, female vocalists, Canadian, folk, singer-songwriter"
neon trees,,80.0,4,0.471,0.924,0.725,154.961,0.0,,,,1765660.0,27397865.0,"indie, indie rock, alternative, alternative rock, pop"
nessa barrett,,81.0,1,0.444,0.669,0.44,183.441,0.0,,,,847301.0,32669558.0,"pop, pop rock, electronic, electropop, singer-songwriter"
new west,,82.0,1,0.597,0.351,0.243,119.948,3.86e-05,,,,664226.0,9174697.0,"seen live, Canadian, indie rock, Dirty South, Backcountry Utah"
niall horan,,80.0,1,0.677,0.401,0.195,111.825,0.0,,,,1151295.0,59605500.0,"pop, irish, folk, seen live, one direction"
nickelback,,80.0,4,0.446,0.764,0.543,172.094,0.0,,,,3776535.0,115543624.0,"rock, alternative rock, hard rock, alternative, Canadian"
nicki minaj,,89.0,3,0.9503333333333334,0.8866666666666667,0.9156666666666666,133.01133333333334,1.7166666666666666e-05,,,,4205982.0,253339552.0,"Hip-Hop, rap, rnb, pop, hip hop"
nirvana,,80.45454545454545,11,0.43418181818181817,0.8060909090909092,0.562,141.50563636363634,0.009621090909090909,,,,6529098.0,447526775.0,"Grunge, rock, alternative, alternative rock, 90s"
nmixx,,82.0,1,0.556,0.798,0.628,131.096,0.0,,,,553371.0,53575316.0,"k-pop, Kpop, Korean, pop, girl group"
oasis,,78.0,1,0.378,0.896,0.469,174.302,0.0,,,,,,
of monsters and men,,80.0,1,0.457,0.757,0.417,102.961,0.0,,,,2076566.0,63785508.0,"indie, folk, indie pop, icelandic, seen live"
oliver tree,,79.0,2,0.7,0.49,0.569,79.982,0.0,,,,,,
olivia rodrigo,,87.4,5,0.46820000000000006,0.49779999999999996,0.28518,152.2502,5.914e-06,,,,2532282.0,428106075.0,"pop, pop rock, seen live, rock, indie pop"
omar apollo,,88.0,1,0.697,0.336,0.31,82.029,0.00528,,,,1238113.0,53098022.0,"rnb, seen live, soul, indie, funk"
one direction,,83.0,5,0.6528,0.6881999999999999,0.5368,116.2782,0.0,,,,2776321.0,245108994.0,"pop, british, one direction, boyband, X factor"
onerepublic,,85.8,10,0.6847,0.766,0.6815,132.2242,0.0002235,,,,3921372.0,115984459.0,"rock, pop rock, alternative, alternative rock, indie"
owl city,,79.0,3,0.512,0.662,0.472,180.114,0.0,,,,,,
ozzy osbourne,,78.0,2,0.454,0.913,0.521,137.688,0.000271,,,,,,
paloma faith,,84.5,4,0.563,0.87725,0.32475,88.74549999999999,9.7925e-05,,,,1054629.0,18008883.0,"soul, female vocalists, british, pop, alternative"
pamungkas,,78.0,2,0.668,0.727,0.939,139.991,1.9e-05,,,,,,
panic at the disco,,83.0,2,0.5425,0.8605,0.5935,95.983,0.0,,,,3669.0,47942.0,"rock, alternative, indie, alternative rock, emo"
papa roach,,80.0,3,0.589,0.89,0.6919999999999998,90.598,0.00082,,,,3254966.0,105394148.0,"rock, Nu Metal, alternative rock, alternative, metal"
paramore,,80.0,4,0.6625,0.8300000000000001,0.727,129.5245,0.001305,,,,4673554.0,416867505.0,"rock, pop punk, alternative, female vocalists, emo"
pixies,,78.33333333333333,3,0.517,0.44133333333333336,0.24766666666666667,81.28966666666666,0.0005813333333333333,,,,,,
plain white ts,,80.0,1,0.656,0.291,0.298,103.971,0.0,,,,280.0,2186.0,"indie rock, emo, amazing, pwt"
queen,,81.0,3,0.555,0.5896666666666667,0.43599999999999994,102.90266666666666,5.8666666666666665e-05,,,,6296513.0,344118610.0,"classic rock, rock, 80s, hard rock, glam rock"
radiohead,,83.5,8,0.385,0.4115,0.11099999999999999,84.13499999999999,0.0018715,,,,7091334.0,1009947178.0,"alternative, alternative rock, rock, indie, electronic"
rage against the machine,,80.0,4,0.466,0.833,0.661,88.785,0.0,,,,3786632.0,133568496.0,"rock, alternative rock, alternative, political, metal"
ragnbone man,,78.0,1,0.602,0.707,0.554,75.087,0.0,,,,,,
rammstein,,77.0,1,0.521,0.895,0.237,120.117,0.349,,,,,,
rauw alejandro,,79.66666666666667,3,0.775,0.6873333333333332,0.31333333333333335,119.33733333333333,0.0004896666666666667,,,,761725.0,56990829.0,"Reggaeton, sexy, dance, latin, male vocalists"
red hot chili peppers,,80.45161290322581,31,0.5376129032258065,0.7763548387096775,0.5718064516129032,98.32312903225805,0.0006637858064516129,,,,6377513.0,446630128.0,"rock, alternative rock, alternative, Funk Rock, funk"
regard,,81.0,3,0.88,0.751,0.884,117.948,6.43e-05,,,,755995.0,10088442.0,"electronic, House, coldwave, Kosovo, post-punk"
rels b,,86.0,3,0.7000000000000001,0.46866666666666673,0.5486666666666666,115.92566666666666,0.02376666666666667,,,,302885.0,19064124.0,"rap, Hip-Hop, spanish, seen live, hip hop"
rem,,84.0,4,0.666,0.855,0.803,125.639,1.2e-06,,,,7183.0,76356.0,"rock, alternative, classic rock, alternative rock, Adult Alternative"
rick astley,,80.0,2,0.721,0.939,0.914,113.309,3.79e-05,,,,1382008.0,11303442.0,"pop, 80s, rickroll, dance, best act ever"
ricky montgomery,,80.5,4,0.5355,0.589,0.4975,160.0305,1.215e-05,,,,1052251.0,37953166.0,"indie, seen live, indie pop, pop, indie rock"
rixton,,79.0,2,0.545,0.783,0.551,174.084,0.0,,,,,,
roar,,80.0,2,0.247,0.438,0.39,185.711,0.000867,,,,1214243.0,29554666.0,"indie pop, arizona, indie, seen live, thrash metal"
roxette,,78.0,1,0.52,0.652,0.722,80.609,5.49e-05,,,,,,
ruth b,,90.0,1,0.609,0.692,0.454,116.959,0.0,,,,77234.0,408751.0,"pop, piano, Canadian, seen live, female vocalists"
salvia palth,,77.0,1,0.529,0.353,0.0601,104.557,0.853,,,,,,
sam smith,Sam Smith,84.25,4,0.65475,0.4375,0.44875,92.751,1.02e-05,2014.0,Record Of The Year,Stay With Me (Darkchild Version),2695052.0,97474188.0,"soul, pop, british, electronic, seen live"
sam smith,Sam Smith,84.25,4,0.65475,0.4375,0.44875,92.751,1.02e-05,2014.0,Best Pop Vocal Album,In The Lonely Hour,2695052.0,97474188.0,"soul, pop, british, electronic, seen live"
sasha alex sloan,,80.0,2,0.629,0.328,0.389,74.953,2.5e-05,,,,556162.0,10824729.0,"indie pop, female vocalists, indie, pop, singer-songwriter"
scorpions,,79.0,4,0.452,0.524,0.246,151.505,0.0,,,,,,
seafret,,84.0,2,0.4355,0.52,0.214,132.9835,2.025e-06,,,,912263.0,15382405.0,"indie, folk, seen live, british, UK"
sean paul,,79.0,2,0.951,0.6,0.822,125.04,0.0,,,,,,
sebastian yatra,Sebastian Yatra,79.5,2,0.747,0.85,0.9305000000000001,123.02250000000001,0.0,2019.0,Best Latin Pop Album,Fantasia,539423.0,11827149.0,"Colombia, seen live, Reggaeton, Paulina Rubio, pop"
selena gomez  the scene,,81.0,1,0.858,0.678,0.922,117.009,0.0,,,,5896.0,74808.0,
seulgi,,78.0,1,0.766,0.651,0.488,121.995,2.51e-06,,,,,,
seventeen,,79.0,2,0.737,0.793,0.714,111.477,1.29e-06,,,,766355.0,231417367.0,"k-pop, pop, Kpop, rock, power pop"
shania twain,,78.0,2,0.621,0.5665,0.654,129.352,0.0,,,,,,
shawn mendes,,83.0,8,0.65875,0.765625,0.732125,125.55324999999999,0.0,,,,2284315.0,117699463.0,"pop, Canadian, seen live, folk, acoustic"
shouse,,78.0,1,0.727,0.681,0.448,123.028,0.000307,,,,,,
shubh,,81.0,2,0.794,0.4955,0.4985,111.025,3.5e-06,,,,59178.0,3025983.0,"Hip-Hop, rap, Indian, india, Punjabi"
sia,,79.71428571428571,7,0.5392857142857143,0.7188571428571429,0.44885714285714284,131.91357142857143,0.0005771,,,,3834043.0,140596016.0,"female vocalists, chillout, indie, trip-hop, downtempo"
sidhu moose wala,,78.0,2,0.557,0.794,0.432,91.366,0.0,,,,,,
sleep miracle,,80.0,1,0.0555,0.0837,0.06,59.509,1.0,,,,129740.0,4921708.0,"Sleep, white noise, nature sounds, color noise"
sleepy hallow,,81.0,1,0.829,0.512,0.638,80.511,0.0,,,,789770.0,35625193.0,"rap, trap, hip hop, east coast rap, nyc rap"
slipknot,,80.0,2,0.354,0.982,0.194,143.772,0.000294,,,,3615126.0,272925363.0,"Nu Metal, metal, heavy metal, seen live, Nu-metal"
smash mouth,,79.0,2,0.731,0.867,0.776,104.019,0.0,,,,,,
snow patrol,,80.0,1,0.56,0.595,0.144,104.011,6.47e-05,,,,3702076.0,104640292.0,"indie, alternative, rock, indie rock, britpop"
soft cell,,79.0,1,0.5,0.501,0.623,144.438,0.0,,,,,,
stealers wheel,,78.0,1,0.82,0.575,0.964,123.765,0.000135,,,,,,
stephen sanchez,,86.0,5,0.46180000000000004,0.5048,0.21259999999999998,141.80120000000002,0.0,,,,1237964.0,23255506.0,"folk, singer-songwriter, indie pop, folk pop, indie"
strawberry guy,,77.0,1,0.471,0.634,0.366,132.542,0.365,,,,,,
stray kids,,81.0,2,0.6965,0.845,0.6995,109.939,0.0,,,,1038912.0,349421849.0,"k-pop, pop, Kpop, Korean, Hip-Hop"
stromae,,78.0,1,0.791,0.59,0.714,119.951,0.00203,,,,,,
sublime,,78.0,1,0.682,0.765,0.567,90.807,3.42e-05,,,,,,
sufjan stevens,,81.0,2,0.435,0.104,0.162,120.484,0.33,,,,3367000.0,240597083.0,"indie, folk, singer-songwriter, alternative, indie rock"
suki waterhouse,,80.0,2,0.377,0.558,0.267,149.971,0.000342,,,,1325948.0,36916891.0,"indie pop, electronic, female vocalists, downtempo, seen live"
surf curse,,86.0,3,0.345,0.941,0.407,179.626,0.633,,,,1601742.0,35207707.0,"Lo-Fi, Surf, Garage Rock, indie, indie rock"
system of a down,,82.0,4,0.415,0.9035,0.38349999999999995,121.873,0.0019950000000000002,,,,5049181.0,389012477.0,"metal, alternative metal, rock, Nu Metal, alternative"
talking heads,,78.0,3,0.721,0.521,0.9419999999999998,123.118,0.00545,,,,,,
tate mcrae,,84.0,1,0.667,0.373,0.0823,124.148,0.0,,,,1673792.0,133812431.0,"pop, Canadian, seen live, electronic, electropop"
taylor swift,Taylor Swift,84.8,5,0.5638,0.6134000000000001,0.41719999999999996,106.08899999999998,0.00114124,2019.0,Best Pop Solo Performance,You Need To Calm Down,5082541.0,2913355750.0,"country, pop, female vocalists, singer-songwriter, acoustic"
taylor swift,Taylor Swift,84.8,5,0.5638,0.6134000000000001,0.41719999999999996,106.08899999999998,0.00114124,2019.0,Best Pop Vocal Album,Lover,5082541.0,2913355750.0,"country, pop, female vocalists, singer-songwriter, acoustic"
taylor swift,Taylor Swift,84.8,5,0.5638,0.6134000000000001,0.41719999999999996,106.08899999999998,0.00114124,2015.0,Album Of The Year,1989,5082541.0,2913355750.0,"country, pop, female vocalists, singer-songwriter, acoustic"
taylor swift,Taylor Swift,84.8,5,0.5638,0.6134000000000001,0.41719999999999996,106.08899999999998,0.00114124,2015.0,Best Pop Vocal Album,1989,5082541.0,2913355750.0,"country, pop, female vocalists, singer-songwriter, acoustic"
taylor swift,Taylor Swift,84.8,5,0.5638,0.6134000000000001,0.41719999999999996,106.08899999999998,0.00114124,2011.0,Best Country Solo Performance,Mean,5082541.0,2913355750.0,"country, pop, female vocalists, singer-songwriter, acoustic"
tears for fears,,87.0,1,0.645,0.795,0.535,112.067,0.00389,,,,3291635.0,69920196.0,"new wave, 80s, pop, synth pop, rock"
the 1975,,78.0,3,0.668,0.902,0.9129999999999999,119.008,8.74e-05,,,,,,
the backseat lovers,,78.0,2,0.329,0.444,0.225,162.279,0.0352,,,,,,
the beatles,The Beatles,80.0,5,0.5294000000000001,0.4798,0.3558,139.19639999999998,0.051088,2016.0,Best Music Film,The Beatles: Eight Days A Week The Touring Years,5700718.0,853834688.0,"classic rock, rock, british, 60s, pop"
the clash,,80.0,2,0.743,0.836,0.82,113.375,0.0,,,,3581164.0,125198296.0,"punk, punk rock, british, rock, classic rock"
